inscricao,idade,sexo,conclusao_ens_med,tipo_ens_med,treineiro,cadeira_canhoto,gestante,idoso,celular_na_residencia,internet_na_residencia,pessoas_na_residencia,renda_mensal_familiar,nota_ct,nota_ch,nota_lc,nota_mt,nota_redacao,estado,municipio,municipio_id
480900,18,M,Concluído,1,0,0,0,0,1,B,3,3992.00 até 4990.00,640.5,673.0,629.2,803.5,840.0,PB,JOÃO PESSOA,2507507
4783055,42,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,MG,OURO PRETO,3146107
245816,16,M,Cursando,1,1,0,0,0,1,B,6,5988.00 até 6986.00,563.4,571.5,586.8,736.9,520.0,BA,VITÓRIA DA CONQUISTA,2933307
1432635,18,F,Cursando,3,0,0,0,0,1,B,5,2495.00 até 2994.00,382.5,530.0,483.1,530.7,620.0,RJ,RIO DE JANEIRO,3304557
3483646,18,F,Cursando,2,0,0,0,0,1,B,4,6986.00 até 7984.00,527.0,563.7,484.0,649.1,880.0,RS,CAXIAS DO SUL,4305108
1169233,19,F,Concluído,1,0,0,0,0,1,B,4,<= 998.00,530.7,508.4,532.2,538.9,680.0,MG,VIÇOSA,3171303
1186042,15,F,Cursando,1,1,0,0,0,1,B,4,6986.00 até 7984.00,552.8,617.2,610.1,687.9,840.0,MG,UBERLÂNDIA,3170206
2077764,22,M,Concluído,1,0,0,0,0,1,A,1,998.00 até 1497.00,494.6,485.7,541.6,386.1,540.0,PA,CASTANHAL,1502400
3813651,21,F,Concluído,1,0,0,0,0,1,A,7,<= 998.00,366.5,429.2,492.8,436.4,600.0,MA,SÃO LUÍS,2111300
4961280,21,M,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,403.3,469.5,502.9,537.7,260.0,RS,ALVORADA,4300604
4945523,17,M,Cursando,1,1,0,0,0,1,B,3,3992.00 até 4990.00,401.5,512.2,572.2,396.8,600.0,RS,SÃO LUIZ GONZAGA,4318903
2735919,41,F,Concluído,1,0,0,0,0,1,B,4,<= 998.00,427.2,518.2,374.7,437.6,0.0,BA,LAURO DE FREITAS,2919207
2957099,17,F,Cursando,1,1,0,0,0,1,A,7,<= 998.00,,401.3,399.5,,0.0,MA,LAGOA DO MATO,2105922
3667034,22,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,508.5,570.4,581.8,441.8,580.0,SP,SÃO PAULO,3550308
4096410,17,M,Cursando,1,1,0,0,0,1,B,5,5988.00 até 6986.00,599.1,593.8,606.1,551.6,0.0,TO,PALMAS,1721000
1933050,26,M,Concluído,1,0,0,0,0,0,B,4,1497.00 até 1996.00,,,,,,SE,ARACAJU,2800308
3073449,52,F,Concluído,1,0,0,0,0,1,A,4,1996.00 até 2495.00,409.5,546.2,533.1,433.0,0.0,SP,SANTOS,3548500
1841744,19,M,Concluído,1,0,0,0,0,1,B,2,11976.00 até 14970.00,554.7,472.1,558.4,617.7,820.0,RJ,NITERÓI,3303302
355929,37,F,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,468.9,539.1,520.9,402.6,600.0,PE,RECIFE,2611606
649082,17,M,Cursando,2,0,0,0,0,1,B,3,998.00 até 1497.00,390.7,466.8,483.6,473.1,400.0,MG,ITUIUTABA,3134202
1072381,22,M,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,496.5,488.4,481.6,524.2,500.0,MA,SÃO LUÍS,2111300
4187537,17,M,Cursando,2,0,0,0,0,1,A,3,<= 998.00,,,,,,RN,UPANEMA,2414605
1500994,18,F,Concluído,1,0,0,0,0,1,B,5,1497.00 até 1996.00,519.7,548.8,554.8,643.6,760.0,SP,VOTORANTIM,3557006
4537815,39,F,Concluído,1,0,0,0,0,1,A,1,998.00 até 1497.00,546.2,569.4,547.5,551.9,600.0,AP,MACAPÁ,1600303
3500826,26,M,Concluído,1,0,0,0,0,1,A,4,<= 998.00,,,,,,MG,PLANURA,3151602
4001524,26,M,Concluído,1,0,0,0,0,1,B,1,<= 998.00,348.1,371.7,451.5,424.7,460.0,ES,VILA VELHA,3205200
1149364,18,F,Concluído,1,0,0,0,0,1,B,2,1996.00 até 2495.00,472.6,459.3,485.6,414.6,620.0,BA,LAURO DE FREITAS,2919207
2060479,20,M,Concluído,1,0,0,0,0,1,B,2,<= 998.00,468.6,469.7,562.3,441.8,740.0,PA,SANTARÉM,1506807
4132702,17,M,Concluído,1,0,0,0,0,1,A,3,998.00 até 1497.00,482.2,548.1,563.6,464.0,520.0,RJ,BELFORD ROXO,3300456
3672050,16,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,459.3,492.2,480.8,471.2,480.0,MS,NIOAQUE,5005806
4778914,32,F,Concluído,1,0,0,0,0,1,B,2,<= 998.00,476.4,638.4,576.5,628.9,560.0,MG,VIÇOSA,3171303
1442937,19,M,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,460.9,440.4,543.9,484.3,600.0,RJ,RIO DE JANEIRO,3304557
3116690,31,F,Concluído,1,0,0,0,0,1,A,3,998.00 até 1497.00,,,,,,GO,MONTIVIDIU,5213756
3681227,22,M,Concluído,1,0,0,0,0,1,A,2,<= 998.00,422.1,478.5,514.7,626.6,620.0,SC,CHAPECÓ,4204202
1944894,17,F,Cursando,2,0,0,0,0,1,B,3,<= 998.00,570.8,512.7,513.9,547.7,900.0,BA,SENHOR DO BONFIM,2930105
2966273,19,F,Concluído,1,0,0,0,0,1,B,5,1996.00 até 2495.00,,598.8,614.7,,900.0,AP,MACAPÁ,1600303
3491794,26,M,Concluído,1,0,0,0,0,1,B,4,2994.00 até 3992.00,,,,,,DF,BRASÍLIA,5300108
2595213,18,M,Cursando,2,0,0,0,0,1,B,4,4990.00 até 5988.00,572.8,589.6,591.9,564.5,700.0,RN,SANTA CRUZ,2411205
4823511,18,F,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,,,,,,SP,GUARULHOS,3518800
2036562,18,F,Cursando,2,0,0,0,0,0,A,2,<= 998.00,465.7,455.7,397.0,417.9,780.0,PA,ANANINDEUA,1500800
4341971,20,M,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,546.3,608.5,584.2,649.5,580.0,PR,APUCARANA,4101408
3531762,16,F,Cursando,1,1,0,0,0,1,A,3,<= 998.00,,,,,,MG,ÁGUA BOA,3100609
5045831,27,M,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,439.3,515.9,501.8,530.6,440.0,MT,TANGARÁ DA SERRA,5107958
429570,37,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,487.8,567.8,590.6,535.5,480.0,BA,CACHOEIRA,2904902
2548408,25,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,455.1,624.4,598.6,641.3,840.0,MG,MONTES CLAROS,3143302
4705785,27,F,Concluído,1,0,0,0,0,1,B,4,4990.00 até 5988.00,403.1,330.6,425.2,401.8,320.0,RN,NATAL,2408102
2798456,22,M,Concluído,1,0,0,0,0,1,B,6,2994.00 até 3992.00,565.2,576.9,554.6,608.4,560.0,RJ,CABO FRIO,3300704
2838793,21,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,522.5,569.6,617.9,597.1,680.0,RS,SANTA MARIA,4316907
2538647,20,M,Concluído,1,0,0,0,0,1,B,4,2994.00 até 3992.00,642.0,654.2,589.8,726.2,960.0,MG,MENDES PIMENTEL,3141504
71639,21,F,Concluído,1,0,0,0,0,1,A,9,998.00 até 1497.00,451.5,376.8,508.4,458.5,560.0,RO,PORTO VELHO,1100205
3211955,18,F,Cursando,2,0,0,0,0,1,B,3,1497.00 até 1996.00,450.3,554.6,541.1,477.8,520.0,SP,SÃO PAULO,3550308
563807,17,F,Cursando,2,0,0,0,0,1,B,3,9980.00 até 11976.00,480.5,544.9,553.0,692.8,920.0,MG,PASSA VINTE,3147808
2936672,20,F,Concluído,1,0,0,0,0,0,A,8,<= 998.00,,410.4,406.0,,0.0,AP,MACAPÁ,1600303
4603229,44,F,Concluído,1,0,0,0,0,1,A,4,998.00 até 1497.00,369.6,502.3,486.5,385.7,500.0,BA,SALVADOR,2927408
131639,18,M,Cursando,2,0,0,0,0,1,A,5,<= 998.00,,,,,,CE,EUSÉBIO,2304285
3925769,33,F,Concluído,1,0,0,0,0,1,A,2,<= 998.00,447.3,390.5,427.8,363.0,240.0,MA,SÃO LUÍS,2111300
2871896,24,M,Concluído,1,0,0,0,0,1,B,3,<= 998.00,,,,,,PE,ESCADA,2605202
4626759,17,F,Cursando,2,0,0,0,0,1,B,4,1996.00 até 2495.00,364.0,468.5,524.9,495.1,560.0,BA,JUAZEIRO,2918407
1054866,31,F,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,386.3,527.0,541.2,447.3,640.0,MA,PINHEIRO,2108603
2703554,21,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,342.2,404.8,493.7,493.6,540.0,RS,SÃO JOSÉ DOS AUSENTES,4318622
191360,17,F,Cursando,2,0,0,0,0,1,B,3,<= 998.00,392.9,435.0,384.0,365.8,660.0,AP,MACAPÁ,1600303
2613755,24,M,Concluído,1,0,0,0,0,1,B,3,<= 998.00,501.4,565.8,580.2,595.5,740.0,SP,SÃO JOSÉ DOS CAMPOS,3549904
1376707,48,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,451.3,553.4,492.0,422.8,320.0,MG,JANUÁRIA,3135209
48639,19,F,Concluído,1,0,0,0,0,1,A,6,Nenhuma Renda,527.3,415.9,406.1,392.3,600.0,PA,BREVES,1501808
3982650,16,F,Cursando,1,1,0,0,0,1,B,4,998.00 até 1497.00,514.5,515.4,510.9,586.9,640.0,MG,MURIAÉ,3143906
1614502,54,F,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,MG,IPATINGA,3131307
1684655,19,F,Concluído,1,0,0,0,0,1,A,5,1497.00 até 1996.00,520.9,544.2,533.9,661.2,660.0,RS,CHAPADA,4305306
3519121,28,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,,,,,BA,COARACI,2908002
4080745,17,M,Cursando,2,0,0,0,0,1,A,2,4990.00 até 5988.00,393.2,341.0,365.5,422.0,500.0,PA,CONCEIÇÃO DO ARAGUAIA,1502707
773457,20,M,Concluído,1,0,0,0,0,1,B,5,1497.00 até 1996.00,,,,,,MS,SIDROLÂNDIA,5007901
688258,38,F,Concluído,1,0,0,0,0,1,B,6,1996.00 até 2495.00,,487.5,509.5,,0.0,RS,RIO GRANDE,4315602
3809362,29,M,Concluído,1,0,0,0,0,1,B,1,8982.00 até 9980.00,,,,,,PR,FAXINAL,4107603
4373005,33,F,Concluído,1,0,0,0,0,1,B,2,1497.00 até 1996.00,526.4,642.1,573.8,434.3,580.0,MG,SÃO LOURENÇO,3163706
3173741,23,M,Concluído,1,0,0,0,0,1,B,4,<= 998.00,387.8,460.0,481.9,432.0,420.0,BA,SALVADOR,2927408
3570474,17,F,Cursando,2,0,0,0,0,1,A,4,<= 998.00,534.2,552.7,579.2,521.1,700.0,MA,CHAPADINHA,2103208
1107556,19,F,Concluído,1,0,0,0,0,1,B,7,3992.00 até 4990.00,610.9,617.2,619.8,680.2,820.0,SP,NOVA ODESSA,3533403
4638290,38,M,Concluído,1,0,0,0,0,1,B,6,1996.00 até 2495.00,398.8,453.9,492.9,494.0,400.0,BA,BARREIRAS,2903201
379410,18,M,Cursando,1,1,0,0,0,1,B,5,3992.00 até 4990.00,455.1,409.5,423.2,403.0,500.0,PE,BODOCÓ,2602001
2767091,18,F,Cursando,2,0,0,0,0,1,A,9,<= 998.00,443.7,377.7,457.8,405.4,0.0,BA,LAMARÃO,2919108
3595939,15,F,Cursando,1,1,0,0,0,1,B,4,<= 998.00,460.9,426.8,398.9,372.9,0.0,PE,PESQUEIRA,2610905
1899499,40,F,Concluído,1,0,0,0,0,1,B,5,1996.00 até 2495.00,481.6,524.6,524.0,530.6,320.0,MS,DOURADOS,5003702
360655,43,F,Concluído,1,0,0,0,0,1,B,4,5988.00 até 6986.00,,,,,,PE,RECIFE,2611606
3470010,21,M,Concluído,1,0,0,0,0,1,B,4,<= 998.00,460.7,451.6,440.8,433.3,320.0,DF,BRASÍLIA,5300108
3590778,20,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,504.4,469.1,546.0,507.6,560.0,MA,LUÍS DOMINGUES,2106201
4404735,24,F,Concluído,1,0,0,0,0,1,A,8,1497.00 até 1996.00,,,,,,AM,MANAUS,1302603
4106114,22,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,493.0,450.0,492.8,517.7,460.0,RR,BOA VISTA,1400100
3635342,18,M,Cursando,2,0,0,0,0,1,B,2,1996.00 até 2495.00,555.3,663.2,654.8,643.5,880.0,RJ,MACAÉ,3302403
3151417,25,F,Concluído,1,0,0,0,0,0,B,4,5988.00 até 6986.00,606.7,617.1,592.6,620.3,560.0,BA,MUCURI,2922003
2328636,17,F,Cursando,2,0,0,0,0,1,B,5,5988.00 até 6986.00,559.1,561.6,399.3,694.1,800.0,SP,RIBEIRÃO BRANCO,3543006
3726741,22,F,Concluído,1,0,0,0,0,1,B,2,1497.00 até 1996.00,455.4,645.9,623.9,695.9,880.0,SP,TABOÃO DA SERRA,3552809
1101861,18,M,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,517.2,513.9,501.5,458.8,560.0,SP,SÃO PAULO,3550308
4852440,21,M,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,,,,,,SP,CONCHAL,3512209
110716,18,M,Concluído,1,0,0,0,0,1,B,6,998.00 até 1497.00,517.6,450.8,482.1,493.1,620.0,MA,PAULINO NEVES,2108058
3524337,17,M,Cursando,3,0,0,0,0,1,B,3,4990.00 até 5988.00,564.0,550.3,595.6,626.0,600.0,MG,BELO HORIZONTE,3106200
3238725,19,F,Concluído,1,0,0,0,0,1,A,1,<= 998.00,441.5,395.1,456.1,464.3,440.0,SP,PEDRA BELA,3536802
1523472,19,F,Cursando,2,0,0,0,0,1,A,3,<= 998.00,428.3,417.1,394.7,406.4,220.0,CE,CARIDADE,2303006
2112655,17,M,Cursando,3,0,0,0,0,1,B,3,4990.00 até 5988.00,651.2,681.7,613.9,873.2,840.0,PA,BELÉM,1501402
3908505,16,F,Cursando,1,1,0,0,0,1,B,4,>= 19960.00,587.5,588.4,601.5,623.5,820.0,PR,PARANAGUÁ,4118204
1040949,24,F,Cursando,2,0,0,0,0,1,B,2,2994.00 até 3992.00,451.6,560.6,488.0,418.5,560.0,DF,BRASÍLIA,5300108
3220291,17,M,Cursando,3,0,0,0,0,1,B,8,9980.00 até 11976.00,593.6,646.4,595.0,650.1,840.0,SP,ATIBAIA,3504107
725470,18,F,Cursando,2,0,0,0,0,1,B,4,1996.00 até 2495.00,549.8,510.2,574.6,669.8,760.0,SC,PALHOÇA,4211900
2343104,17,M,Cursando,2,0,0,0,0,1,B,2,998.00 até 1497.00,485.9,466.2,545.0,587.4,580.0,SP,SÃO PAULO,3550308
4449749,44,F,Concluído,1,0,0,0,0,1,A,2,1996.00 até 2495.00,,,,,,RO,PORTO VELHO,1100205
4685132,41,F,Concluído,1,0,0,0,0,1,B,4,2495.00 até 2994.00,348.7,451.2,488.6,397.4,480.0,PI,PARNAÍBA,2207702
5090536,19,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,393.1,467.9,356.8,562.8,560.0,MA,LIMA CAMPOS,2106003
3892105,21,M,Concluído,1,0,0,0,0,1,B,5,4990.00 até 5988.00,,588.6,546.6,,480.0,MT,SORRISO,5107925
4207004,19,M,Cursando,2,0,0,0,0,1,B,3,1497.00 até 1996.00,423.1,454.6,471.8,525.7,340.0,MS,NOVA ANDRADINA,5006200
4171073,20,M,Concluído,1,0,0,0,0,1,B,4,<= 998.00,,,,,,CE,FORTALEZA,2304400
3677738,20,F,Concluído,1,0,0,0,0,1,B,6,2994.00 até 3992.00,637.1,663.3,626.5,738.2,680.0,PR,CAMPO LARGO,4104204
3314131,38,F,Concluído,1,0,0,0,0,1,A,4,998.00 até 1497.00,,,,,,PA,MARABÁ,1504208
999276,17,F,Cursando,2,0,0,0,0,0,A,6,1497.00 até 1996.00,,,,,,AM,PRESIDENTE FIGUEIREDO,1303536
4428605,21,F,Concluído,1,0,0,0,0,1,A,4,<= 998.00,449.7,424.9,489.9,445.4,540.0,PA,MARABÁ,1504208
2031129,18,F,Concluído,1,0,0,0,0,1,B,3,2495.00 até 2994.00,530.6,547.1,547.9,578.1,840.0,AM,ALVARÃES,1300029
1196500,25,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,582.8,613.3,645.7,639.4,700.0,PB,CAMPINA GRANDE,2504009
2837,28,F,Concluído,1,0,0,0,0,1,A,13,2495.00 até 2994.00,,,,,,PA,BELÉM,1501402
3078898,19,M,Outros,1,0,0,0,0,1,B,3,1497.00 até 1996.00,524.3,627.3,584.9,548.7,0.0,MT,PRIMAVERA DO LESTE,5107040
3174702,21,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,473.1,521.4,537.3,429.8,540.0,MG,MONTES CLAROS,3143302
3025899,18,M,Concluído,1,0,0,0,0,1,B,3,<= 998.00,435.9,468.5,440.1,457.7,560.0,PB,SAPÉ,2515302
1473348,20,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,,,,,SP,CONCHAL,3512209
4359570,19,M,Cursando,2,0,0,0,0,1,B,8,3992.00 até 4990.00,481.0,349.5,426.6,368.2,360.0,ES,SERRA,3205002
272444,26,M,Concluído,1,0,0,0,0,1,B,1,<= 998.00,,,,,,BA,SALVADOR,2927408
400421,17,F,Cursando,2,0,0,0,0,1,B,7,1497.00 até 1996.00,376.7,402.3,409.8,554.6,340.0,BA,JUAZEIRO,2918407
4013187,23,F,Concluído,1,0,0,0,0,1,A,3,998.00 até 1497.00,,366.7,422.3,,460.0,PI,TERESINA,2211001
932660,17,F,Cursando,2,0,0,0,0,1,A,6,<= 998.00,,,,,,CE,SOBRAL,2312908
744424,18,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,604.9,571.3,577.8,639.7,840.0,MT,CUIABÁ,5103403
609391,18,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,482.1,611.2,570.5,553.5,680.0,SP,PIRANGI,3539004
3162446,44,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,,,,,,PA,BELÉM,1501402
4683886,29,F,Cursando,2,0,0,0,0,1,A,4,<= 998.00,508.1,505.8,541.9,486.9,600.0,CE,FORTALEZA,2304400
936650,19,M,Cursando,2,0,0,0,0,0,A,2,Nenhuma Renda,,,,,,CE,CAPISTRANO,2302909
814074,17,F,Cursando,3,0,0,0,0,1,B,3,<= 998.00,515.2,604.6,572.0,536.7,640.0,SP,SÃO PAULO,3550308
155665,17,M,Cursando,2,0,0,0,0,1,A,7,<= 998.00,450.9,501.8,547.4,546.4,520.0,CE,BELA CRUZ,2302305
3459155,21,F,Concluído,1,0,0,0,0,1,B,1,998.00 até 1497.00,493.3,517.3,502.0,432.7,600.0,RS,SANTIAGO,4317400
2424153,17,F,Cursando,1,1,0,0,0,1,B,3,<= 998.00,,,,,,PE,TABIRA,2614600
4801370,24,F,Concluído,1,0,0,0,0,1,B,5,6986.00 até 7984.00,545.5,634.9,582.4,692.3,620.0,DF,BRASÍLIA,5300108
2882038,20,F,Cursando,2,0,0,0,0,1,B,6,<= 998.00,368.2,459.4,504.8,431.4,600.0,AL,MACEIÓ,2704302
5040280,25,F,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,,,,,,GO,GOIÂNIA,5208707
790592,24,M,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,,,,,,SP,RIBEIRÃO PRETO,3543402
1025553,26,F,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,393.6,409.6,392.0,466.0,540.0,GO,NOVO GAMA,5215231
1236086,20,M,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,PB,CAMPINA GRANDE,2504009
3227997,20,F,Concluído,1,0,0,0,0,1,A,4,1497.00 até 1996.00,467.2,544.4,545.8,391.6,600.0,SP,NAZARÉ PAULISTA,3532405
3273374,21,M,Concluído,1,0,0,0,0,1,B,4,998.00 até 1497.00,,549.4,559.3,,820.0,SP,SÃO PAULO,3550308
3898962,17,M,Cursando,1,1,0,0,0,1,B,5,14970.00 até 19960.00,560.7,644.0,598.1,694.2,660.0,PR,CURITIBA,4106902
3870420,21,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,440.9,545.9,525.5,532.4,540.0,MS,TRÊS LAGOAS,5008305
2168958,17,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,524.4,504.7,532.2,493.3,700.0,RJ,NOVA IGUAÇU,3303500
4344006,19,M,Cursando,2,0,0,0,0,1,B,3,4990.00 até 5988.00,475.8,503.9,487.1,575.4,380.0,SP,GUARULHOS,3518800
2787524,16,M,Cursando,1,1,0,0,0,1,B,4,1497.00 até 1996.00,514.8,559.2,573.6,544.5,540.0,MG,UBERLÂNDIA,3170206
1925114,18,F,Cursando,1,1,0,0,0,1,B,4,<= 998.00,481.0,425.0,460.7,453.9,560.0,PE,CABO DE SANTO AGOSTINHO,2602902
3940677,24,M,Concluído,1,0,0,0,0,1,A,5,<= 998.00,466.9,485.5,481.2,508.0,600.0,PA,CASTANHAL,1502400
184755,19,F,Cursando,2,0,0,0,0,1,A,6,<= 998.00,441.5,486.5,484.5,561.2,640.0,MA,PRESIDENTE MÉDICI,2109239
2977395,17,F,Cursando,2,0,0,0,0,1,B,5,1497.00 até 1996.00,,548.7,548.0,,600.0,ES,SÃO MATEUS,3204906
594688,20,F,Concluído,1,0,0,0,0,1,A,3,998.00 até 1497.00,561.0,603.1,603.2,490.0,760.0,SP,RANCHARIA,3542206
3716822,30,F,Concluído,1,0,0,0,0,1,B,2,998.00 até 1497.00,391.7,404.5,436.5,508.7,320.0,GO,GOIÂNIA,5208707
924615,24,F,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,,,,,,CE,JUAZEIRO DO NORTE,2307304
4619336,20,F,Concluído,1,0,0,0,0,1,A,6,Nenhuma Renda,433.3,364.7,482.8,370.1,0.0,AL,PORTO CALVO,2707305
3484490,20,F,Concluído,1,0,0,0,0,1,B,4,5988.00 até 6986.00,638.9,613.1,586.9,680.7,660.0,MS,CAMPO GRANDE,5002704
1709318,17,F,Cursando,2,0,0,0,0,1,B,4,Nenhuma Renda,483.4,536.3,456.5,440.0,500.0,RN,PORTO DO MANGUE,2410256
989238,20,M,Cursando,2,0,0,0,0,1,A,4,<= 998.00,,,,,,AM,BARREIRINHA,1300508
765511,17,F,Cursando,2,0,0,0,0,1,B,4,2994.00 até 3992.00,514.4,515.8,550.2,505.6,560.0,GO,APARECIDA DE GOIÂNIA,5201405
28926,21,F,Concluído,1,0,0,0,0,1,B,4,1996.00 até 2495.00,473.1,498.7,467.2,610.1,280.0,RR,BOA VISTA,1400100
4546731,21,F,Concluído,1,0,0,0,0,1,B,2,<= 998.00,,,,,,MA,IMPERATRIZ,2105302
693533,17,F,Cursando,2,0,0,0,0,1,B,3,1497.00 até 1996.00,514.7,589.2,546.4,545.3,680.0,RS,GUAÍBA,4309308
354350,21,F,Concluído,1,0,0,0,0,1,A,6,998.00 até 1497.00,451.9,448.9,529.7,432.5,540.0,PE,CUSTÓDIA,2605103
1178484,17,F,Cursando,1,1,0,0,0,1,B,5,Nenhuma Renda,542.1,494.0,519.6,392.8,700.0,BA,SANTO ESTÊVÃO,2928802
459204,16,F,Cursando,1,1,0,0,0,1,B,4,998.00 até 1497.00,543.1,580.9,595.7,689.5,920.0,PB,CAJAZEIRAS,2503704
2159768,27,F,Concluído,1,0,0,0,0,1,A,4,998.00 até 1497.00,,,,,,MG,BELO HORIZONTE,3106200
4266692,27,F,Concluído,1,0,0,0,0,1,B,5,998.00 até 1497.00,481.2,502.2,542.8,377.6,600.0,MG,FARIA LEMOS,3125309
2875963,22,M,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,667.2,622.3,610.5,764.8,680.0,BA,SALVADOR,2927408
5053023,28,M,Concluído,1,0,0,0,0,1,B,4,3992.00 até 4990.00,608.8,579.4,376.8,648.0,580.0,DF,BRASÍLIA,5300108
1159492,25,F,Concluído,1,0,0,0,0,1,B,3,1497.00 até 1996.00,664.3,657.9,624.2,774.2,760.0,MG,SÃO TIAGO,3165008
564293,21,F,Concluído,1,0,0,0,0,1,B,3,1996.00 até 2495.00,640.4,570.9,604.7,661.5,920.0,ES,VILA VELHA,3205200
3032100,17,F,Cursando,1,1,0,0,0,1,B,3,6986.00 até 7984.00,,523.8,450.2,,400.0,RS,FORTALEZA DOS VALOS,4308458
4303397,20,M,Concluído,1,0,0,0,0,1,B,3,998.00 até 1497.00,610.7,576.8,544.5,631.1,760.0,PR,LONDRINA,4113700
1946572,23,F,Concluído,1,0,0,0,0,1,A,7,<= 998.00,384.6,339.3,452.4,466.8,360.0,AL,CARNEIROS,2701803
3765999,19,F,Cursando,2,0,0,0,0,1,B,5,1497.00 até 1996.00,,,,,,PR,PIRAQUARA,4119509
671422,33,F,Concluído,1,0,0,0,0,1,B,4,1497.00 até 1996.00,509.7,459.7,525.5,419.2,500.0,MG,BELO HORIZONTE,3106200
3273330,17,F,Cursando,2,0,0,0,0,1,B,3,998.00 até 1497.00,,,,,,SP,ESPÍRITO SANTO DO PINHAL,3515186
1260790,17,F,Cursando,2,0,0,0,0,1,A,6,Nenhuma Renda,406.0,530.2,487.4,508.9,600.0,BA,PINTADAS,2924652
1812188,19,M,Concluído,1,0,0,0,0,1,B,4,>= 19960.00,,,,,,RJ,RIO DE JANEIRO,3304557
2975690,38,F,Concluído,1,0,0,0,0,1,A,8,998.00 até 1497.00,,480.9,440.6,,540.0,PA,ANANINDEUA,1500800
2388468,23,F,Concluído,1,0,0,0,0,1,B,2,1996.00 até 2495.00,459.0,548.3,536.9,420.4,660.0,SC,CAMBORIÚ,4203204
2846940,17,F,Cursando,1,1,0,0,0,1,B,3,1996.00 até 2495.00,362.2,380.0,473.7,397.8,320.0,GO,ACREÚNA,5200134
190439,20,F,Cursando,2,0,0,0,0,1,A,3,<= 998.00,476.0,482.0,454.8,488.8,480.0,MA,ITINGA DO MARANHÃO,2105427
2731667,19,M,Cursando,1,1,0,0,0,1,B,5,<= 998.00,360.1,430.1,490.7,448.1,560.0,PE,RECIFE,2611606
1379862,17,F,Cursando,2,0,0,0,0,1,B,4,998.00 até 1497.00,391.8,421.0,365.9,379.1,400.0,MG,RECREIO,3154101
3298921,31,M,Concluído,1,0,0,0,0,1,A,3,<= 998.00,482.0,546.7,496.5,646.3,600.0,PA,SANTA LUZIA DO PARÁ,1506559
726598,19,M,Cursando,2,0,0,0,0,1,B,5,1497.00 até 1996.00,398.0,412.9,357.5,473.6,280.0,RS,PORTO ALEGRE,4314902
1259924,22,M,Concluído,1,0,0,0,0,1,A,1,<= 998.00,,,,,,SE,CAMPO DO BRITO,2801009
3950927,25,M,Concluído,1,0,0,0,0,1,B,7,1497.00 até 1996.00,,,,,,RO,PORTO VELHO,1100205
4271193,24,F,Concluído,1,0,0,0,0,1,B,2,<= 998.00,,,,,,BA,JUAZEIRO,2918407
1861363,17,F,Cursando,2,0,0,0,0,1,B,4,1497.00 até 1996.00,495.6,479.7,518.5,545.1,540.0,MT,MIRASSOL D'OESTE,5105622
3569565,21,M,Concluído,1,0,0,0,0,1,A,8,998.00 até 1497.00,512.0,567.3,538.6,504.6,640.0,PA,SANTA MARIA DO PARÁ,1506609
